Timestamp,"What is the name of your faculty ?
(আপনার বিভাগের নাম কী?)","Name of Current Institution
(বর্তমান প্রতিষ্ঠানের নাম)","HSC Graduation Year
(আপনি কোন সালে এইচএসসি (HSC) পরীক্ষায় উত্তীর্ণ হয়েছেন?)","Gender
(লিঙ্গ )","Institution Category (College)
(আপনার এইচএসসি কলেজের ধরন কী ছিল?)","College Location
(আপনার কলেজটি কোন এলাকায় অবস্থিত ছিল?)","Which learning source contributed the most to your HSC preparation? 
( এইচএসসি প্রস্তুতির জন্য কোন শিক্ষার মাধ্যমটি আপনাকে সবচেয়ে বেশি সাহায্য করেছে?)","Attendance in College  
(এইচএসসি চলাকালীন কলেজে আপনার উপস্থিতির হার কেমন ছিল?)","HSC Marks Mathematics
(এইচএসসি পরীক্ষায় গণিতে প্রাপ্ত নম্বর)","HSC Marks Physics
(এইচএসসি পরীক্ষায় পদার্থবিজ্ঞানে প্রাপ্ত নম্বর)","HSC Marks Chemistry
(এইচএসসি পরীক্ষায় রসায়নে প্রাপ্ত নম্বর)","Number of Family Members
(আপনার পরিবারের মোট সদস্য সংখ্যা কত?)","Birth Order  
(আপনার জন্মক্রম কততম?)","Household Income (Yearly)
(আপনার পরিবারের মোট আনুমানিক বার্ষিক আয় কত?)"," Average Monthly Personal Expenditure (During HSC) 
(এইচএসসি চলাকালীন গড় মাসিক ব্যক্তিগত খরচ)","Internet Availability 
(এইচএসসি প্রস্তুতির সময় আপনার ইন্টারনেট ব্যবহারের সুবিধা কেমন ছিল?)","Computer/Laptop Availability 
(এইচএসসি পড়ার সময় আপনার নিজস্ব বা ব্যবহারের উপযোগী কম্পিউটার/ল্যাপটপ ছিল কি?)  ","1st Year CGPA
(বিশ্ববিদ্যালয়ে আপনার ১ম বর্ষের প্রাপ্ত CGPA কত?)","2nd Year CGPA
(বিশ্ববিদ্যালয়ে আপনার ২য় বর্ষের প্রাপ্ত CGPA কত?)","What was the preference order of your current university in your admission application(s)?  
(ভর্তি পরীক্ষার আবেদনের সময় আপনার বর্তমান বিশ্ববিদ্যালয় পছন্দের কত নম্বরে ছিল?)","What was the preference order of your current department/program during the admission process? 
(ভর্তি প্রক্রিয়ার সময় আপনার বর্তমান বিভাগ/প্রোগ্রাম পছন্দের কত নম্বরে ছিল?)","What is your current living arrangement during your university studies?  
(বিশ্ববিদ্যালয়ে অধ্যয়নকালে আপনার বর্তমান থাকার ব্যবস্থা কী?)","Are you currently engaged in part-time employment? 
(আপনি কি বর্তমানে খণ্ডকালীন (পার্ট-টাইম) কোনো চাকরির সাথে যুক্ত?) "," Average Monthly Personal Expenditure  
(বিশ্ববিদ্যালয় চলাকালীন আপনার বর্তমান গড় মাসিক ব্যক্তিগত খরচ কত?)","Primary Source of Financial Support  
(আর্থিক সহায়তার প্রধান উৎস)","Are you currently a member of any student club or organization?  
(আপনি কি বর্তমানে কোনো ছাত্র ক্লাব বা সংগঠনের সদস্য?)","Participation in Research Projects  
(গবেষণা প্রকল্পে অংশগ্রহণ)",Father's Education,Mother's Education,Father's Employment Sector,Mother's Employment Sector
8/12/2026,EEE,NSU,2022,Female (নারী),Private (বেসরকারি),Metropolitan city (বিভাগীয় শহর/মহানগর),Private tuition/coaching (কোচিং সেন্টার/প্রাইভেট টিউটর),Very regularly (90–100% attendance) (খুব নিয়মিত (৯০–১০০% উপস্থিতি)),190 - 200 (১৯০ - ২০০),160 - 190 (১৬০ - ১৯০),140 - 160 (১৪০ - ১৬০),3 (৩),First-child,Above 18 Lakhs (১৮ লাখের উপরে),"20,000 - 30,000 (২০,০০০ - ৩০,০০০)",WIFI Connectivity (উচ্চগতির ওয়াইফাই),Available (সহজলভ্য),3.25 - 3.50 (৩.২৫ - ৩.৫০),3.50 - 3.75 (৩.৫০ - ৩.৭৫),5th choice or lower (৫ম পছন্দ বা তার নিচে),1st choice (১ম পছন্দ),With parents/family (বাবা-মা / পরিবারের সাথে),No (না),"20,000 - 30,000 (২০,০০০ - ৩০,০০০)",Parents/Guardians (বাবা-মা / অভিভাবক),"Yes, three or more clubs/organizations (হ্যাঁ, তিনটি বা তার বেশি ক্লাব/সংগঠন)",No (না),Undergraduate (স্নাতক/অনার্স),Undergraduate (স্নাতক/অনার্স),Business owner (ব্যবসা/উদ্যোক্তা),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,Others,KUET,2021,Male (পুরুষ),Private (বেসরকারি),Semi-urban area (আধা-নগর এলাকা),Online Platforms / YouTube (অনলাইন প্ল্যাটফর্ম/ইউটিউব),Regularly (75–89%) (নিয়মিত (৭৫–৮৯%)),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),4 - 5 (৪ - ৫),First-child,5 - 10 Lakhs (৫ - ১০ লাখ),"5,000 - 10,000 (৫,০০০ - ১০,০০০)",Mobile Data (মোবাইল ডাটা),Unavailable (ছিল না),3.50 - 3.75 (৩.৫০ - ৩.৭৫),Above 3.75 (৩.৭৫ এর উপরে),3rd choice (৩য় পছন্দ),5th choice or lower (৫ম পছন্দ বা তার নিচে),University residence hall/dormitory (বিশ্ববিদ্যালয়ের আবাসিক হল / ডরমিটরি),No (না),"5,000 - 10,000 (৫,০০০ - ১০,০০০)",Parents/Guardians (বাবা-মা / অভিভাবক),"Yes, three or more clubs/organizations (হ্যাঁ, তিনটি বা তার বেশি ক্লাব/সংগঠন)","Yes, as a student researcher (হ্যাঁ, শিক্ষার্থী গবেষক হিসেবে)",Undergraduate (স্নাতক/অনার্স),Undergraduate (স্নাতক/অনার্স),Public sector (সরকারি চাকরি),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,EEE,KUET,2021,Male (পুরুষ),Public (সরকারি),Urban area (City) (শহরাঞ্চল),Both equally (উভয়ই সমানভাবে),Occasionally (50–74%) (মাঝে মাঝে (৫০–৭৪%)),160 - 190 (১৬০ - ১৯০),190 - 200 (১৯০ - ২০০),160 - 190 (১৬০ - ১৯০),4 - 5 (৪ - ৫),First-child,5 - 10 Lakhs (৫ - ১০ লাখ),"10,000 - 20,000 (১০,০০০ - ২০,০০০)",Mobile Data with limited Access (সীমিত সুবিধা),Unavailable (ছিল না),Less than 3.00 (৩.০০ এর কম),3.00 - 3.25 (৩.০০ - ৩.২৫),2nd choice (২য় পছন্দ),5th choice or lower (৫ম পছন্দ বা তার নিচে),Rented apartment/house (alone) (ভাড়া বাসা / অ্যাপার্টমেন্ট (একাকী)),"Yes, less than 10 hours/week (হ্যাঁ, সপ্তাহে ১০ ঘণ্টার কম)","10,000 - 20,000 (১০,০০০ - ২০,০০০)",Parents/Guardians (বাবা-মা / অভিভাবক),No (না),No (না),Postgraduate (Master's and above) (স্নাতকোত্তর বা তদূর্ধ্ব),Postgraduate (Master's and above) (স্নাতকোত্তর বা তদূর্ধ্ব),Public sector (সরকারি চাকরি),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,Others,RUET,2022,Male (পুরুষ),Public (সরকারি),Rural area (Village) (গ্রামাঞ্চল),College classes (কলেজ ক্লাস),Rarely (25–49%) (কদাচিৎ / খুব কম (২৫–৪৯%)),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),4 - 5 (৪ - ৫),First-child,Less than 5  Lakhs (৫ লাখের কম),"Less than 5,000 (৫,০০০ এর কম)",Unavailable (ইন্টারনেট সুবিধা ছিল না),Unavailable (ছিল না),Less than 3.00 (৩.০০ এর কম),3.00 - 3.25 (৩.০০ - ৩.২৫),3rd choice (৩য় পছন্দ),5th choice or lower (৫ম পছন্দ বা তার নিচে),Rented apartment/house (shared with others) (ভাড়া বাসা / অ্যাপার্টমেন্ট (অন্যদের সাথে শেয়ার করে)),"Yes, less than 10 hours/week (হ্যাঁ, সপ্তাহে ১০ ঘণ্টার কম)","Less than 5,000 (৫,০০০ এর কম)",Part-time employment (খণ্ডকালীন চাকরি),No (না),No (না),Higher Secondary (উচ্চ মাধ্যমিক/এইচএসসি),No formal education (প্রাতিষ্ঠানিক শিক্ষা নেই),Self-employed (স্বনিয়োজিত),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,CE,IUBAT,2021,Male (পুরুষ),Private (বেসরকারি),Metropolitan city (বিভাগীয় শহর/মহানগর),Both equally (উভয়ই সমানভাবে),Very regularly (90–100% attendance) (খুব নিয়মিত (৯০–১০০% উপস্থিতি)),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),6 - 7 (৬ - ৭),Middle child,Above 18 Lakhs (১৮ লাখের উপরে),"10,000 - 20,000 (১০,০০০ - ২০,০০০)",WIFI Connectivity (উচ্চগতির ওয়াইফাই),Unavailable (ছিল না),Above 3.75 (৩.৭৫ এর উপরে),Above 3.75 (৩.৭৫ এর উপরে),5th choice or lower (৫ম পছন্দ বা তার নিচে),5th choice or lower (৫ম পছন্দ বা তার নিচে),Rented apartment/house (shared with others) (ভাড়া বাসা / অ্যাপার্টমেন্ট (অন্যদের সাথে শেয়ার করে)),"Yes, less than 10 hours/week (হ্যাঁ, সপ্তাহে ১০ ঘণ্টার কম)","10,000 - 20,000 (১০,০০০ - ২০,০০০)",Scholarship (বৃত্তি (স্কলারশিপ)),"Yes, three or more clubs/organizations (হ্যাঁ, তিনটি বা তার বেশি ক্লাব/সংগঠন)","Yes, as a student researcher (হ্যাঁ, শিক্ষার্থী গবেষক হিসেবে)",Secondary (মাধ্যমিক/এসএসসি),Secondary (মাধ্যমিক/এসএসসি),Business owner (ব্যবসা/উদ্যোক্তা),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,ME,KUET,2021,Male (পুরুষ),Private (বেসরকারি),Rural area (Village) (গ্রামাঞ্চল),Self-study (স্ব-অধ্যয়ন),Very regularly (90–100% attendance) (খুব নিয়মিত (৯০–১০০% উপস্থিতি)),190 - 200 (১৯০ - ২০০),190 - 200 (১৯০ - ২০০),190 - 200 (১৯০ - ২০০),4 - 5 (৪ - ৫),First-child,5 - 10 Lakhs (৫ - ১০ লাখ),"5,000 - 10,000 (৫,০০০ - ১০,০০০)",Unavailable (ইন্টারনেট সুবিধা ছিল না),Unavailable (ছিল না),3.25 - 3.50 (৩.২৫ - ৩.৫০),3.25 - 3.50 (৩.২৫ - ৩.৫০),2nd choice (২য় পছন্দ),2nd choice (২য় পছন্দ),University residence hall/dormitory (বিশ্ববিদ্যালয়ের আবাসিক হল / ডরমিটরি),No (না),"Less than 5,000 (৫,০০০ এর কম)",Parents/Guardians (বাবা-মা / অভিভাবক),"Yes, two clubs/organizations (হ্যাঁ, দুটি ক্লাব/সংগঠন)","Yes, as a student researcher (হ্যাঁ, শিক্ষার্থী গবেষক হিসেবে)",Postgraduate (Master's and above) (স্নাতকোত্তর বা তদূর্ধ্ব),Undergraduate (স্নাতক/অনার্স),Public sector (সরকারি চাকরি),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,EEE,CU,2021,Male (পুরুষ),Public (সরকারি),Semi-urban area (আধা-নগর এলাকা),Both equally (উভয়ই সমানভাবে),Regularly (75–89%) (নিয়মিত (৭৫–৮৯%)),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),6 - 7 (৬ - ৭),Middle child,10- 18 Lakhs (১০ - ১৮ লাখ),"10,000 - 20,000 (১০,০০০ - ২০,০০০)",WIFI Connectivity (উচ্চগতির ওয়াইফাই),Available (সহজলভ্য),3.50 - 3.75 (৩.৫০ - ৩.৭৫),3.50 - 3.75 (৩.৫০ - ৩.৭৫),1st choice (১ম পছন্দ),2nd choice (২য় পছন্দ),University residence hall/dormitory (বিশ্ববিদ্যালয়ের আবাসিক হল / ডরমিটরি),No (না),"20,000 - 30,000 (২০,০০০ - ৩০,০০০)",Parents/Guardians (বাবা-মা / অভিভাবক),"Yes, one club/organization (হ্যাঁ, একটি ক্লাব/সংগঠন)",No (না),Postgraduate (Master's and above) (স্নাতকোত্তর বা তদূর্ধ্ব),Undergraduate (স্নাতক/অনার্স),Self-employed (স্বনিয়োজিত),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,CSE,NSU,2023,Female (নারী),Private (বেসরকারি),Metropolitan city (বিভাগীয় শহর/মহানগর),Private tuition/coaching (কোচিং সেন্টার/প্রাইভেট টিউটর),Regularly (75–89%) (নিয়মিত (৭৫–৮৯%)),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),4 - 5 (৪ - ৫),Last Child,Above 18 Lakhs (১৮ লাখের উপরে),"Above 30,000 (৩০,০০০ এর উপরে)",WIFI Connectivity (উচ্চগতির ওয়াইফাই),Available (সহজলভ্য),Above 3.75 (৩.৭৫ এর উপরে),Above 3.75 (৩.৭৫ এর উপরে),5th choice or lower (৫ম পছন্দ বা তার নিচে),1st choice (১ম পছন্দ),With parents/family (বাবা-মা / পরিবারের সাথে),No (না),"Above 30,000 (৩০,০০০ এর উপরে)",Parents/Guardians (বাবা-মা / অভিভাবক),"Yes, three or more clubs/organizations (হ্যাঁ, তিনটি বা তার বেশি ক্লাব/সংগঠন)","Yes, as a student researcher (হ্যাঁ, শিক্ষার্থী গবেষক হিসেবে)",Postgraduate (Master's and above) (স্নাতকোত্তর বা তদূর্ধ্ব),Undergraduate (স্নাতক/অনার্স),Business owner (ব্যবসা/উদ্যোক্তা),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,Others,BRAC,2022,Female (নারী),Private (বেসরকারি),Metropolitan city (বিভাগীয় শহর/মহানগর),Both equally (উভয়ই সমানভাবে),Regularly (75–89%) (নিয়মিত (৭৫–৮৯%)),190 - 200 (১৯০ - ২০০),190 - 200 (১৯০ - ২০০),160 - 190 (১৬০ - ১৯০),6 - 7 (৬ - ৭),First-child,Less than 5  Lakhs (৫ লাখের কম),"5,000 - 10,000 (৫,০০০ - ১০,০০০)",WIFI Connectivity (উচ্চগতির ওয়াইফাই),Available (সহজলভ্য),3.25 - 3.50 (৩.২৫ - ৩.৫০),3.25 - 3.50 (৩.২৫ - ৩.৫০),1st choice (১ম পছন্দ),2nd choice (২য় পছন্দ),With parents/family (বাবা-মা / পরিবারের সাথে),"Yes, less than 10 hours/week (হ্যাঁ, সপ্তাহে ১০ ঘণ্টার কম)","5,000 - 10,000 (৫,০০০ - ১০,০০০)",Parents/Guardians (বাবা-মা / অভিভাবক),"Yes, three or more clubs/organizations (হ্যাঁ, তিনটি বা তার বেশি ক্লাব/সংগঠন)","Yes, as part of a course/project (হ্যাঁ, কোনো কোর্স বা প্রকল্পের অংশ হিসেবে)",Postgraduate (Master's and above) (স্নাতকোত্তর বা তদূর্ধ্ব),Postgraduate (Master's and above) (স্নাতকোত্তর বা তদূর্ধ্ব),Private sector (বেসরকারি চাকরি),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,Others,BRAC,2023,Female (নারী),Private (বেসরকারি),Urban area (City) (শহরাঞ্চল),Private tuition/coaching (কোচিং সেন্টার/প্রাইভেট টিউটর),Very rarely (Below 25%) (খুবই কম (২৫%-এর নিচে)),190 - 200 (১৯০ - ২০০),190 - 200 (১৯০ - ২০০),190 - 200 (১৯০ - ২০০),4 - 5 (৪ - ৫),First-child,5 - 10 Lakhs (৫ - ১০ লাখ),"20,000 - 30,000 (২০,০০০ - ৩০,০০০)",WIFI Connectivity (উচ্চগতির ওয়াইফাই),Available (সহজলভ্য),Above 3.75 (৩.৭৫ এর উপরে),Above 3.75 (৩.৭৫ এর উপরে),2nd choice (২য় পছন্দ),1st choice (১ম পছন্দ),With parents/family (বাবা-মা / পরিবারের সাথে),"Yes, 10–20 hours/week (হ্যাঁ, সপ্তাহে ১০–২০ ঘণ্টা)","10,000 - 20,000 (১০,০০০ - ২০,০০০)",Scholarship (বৃত্তি (স্কলারশিপ)),No (না),No (না),Undergraduate (স্নাতক/অনার্স),Postgraduate (Master's and above) (স্নাতকোত্তর বা তদূর্ধ্ব),Business owner (ব্যবসা/উদ্যোক্তা),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,Others,BRAC,2022,Male (পুরুষ),Public (সরকারি),Urban area (City) (শহরাঞ্চল),Self-study (স্ব-অধ্যয়ন),Regularly (75–89%) (নিয়মিত (৭৫–৮৯%)),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),140 - 160 (১৪০ - ১৬০),4 - 5 (৪ - ৫),First-child,10- 18 Lakhs (১০ - ১৮ লাখ),"Less than 5,000 (৫,০০০ এর কম)",WIFI Connectivity (উচ্চগতির ওয়াইফাই),Available (সহজলভ্য),Less than 3.00 (৩.০০ এর কম),Less than 3.00 (৩.০০ এর কম),2nd choice (২য় পছন্দ),1st choice (১ম পছন্দ),With parents/family (বাবা-মা / পরিবারের সাথে),"Yes, less than 10 hours/week (হ্যাঁ, সপ্তাহে ১০ ঘণ্টার কম)","10,000 - 20,000 (১০,০০০ - ২০,০০০)",Part-time employment (খণ্ডকালীন চাকরি),No (না),No (না),Postgraduate (Master's and above) (স্নাতকোত্তর বা তদূর্ধ্ব),Postgraduate (Master's and above) (স্নাতকোত্তর বা তদূর্ধ্ব),Public sector (সরকারি চাকরি),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,CSE,CU,2021,Male (পুরুষ),Public (সরকারি),Urban area (City) (শহরাঞ্চল),Self-study (স্ব-অধ্যয়ন),Occasionally (50–74%) (মাঝে মাঝে (৫০–৭৪%)),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),6 - 7 (৬ - ৭),Last Child,Less than 5  Lakhs (৫ লাখের কম),"10,000 - 20,000 (১০,০০০ - ২০,০০০)",Mobile Data (মোবাইল ডাটা),Unavailable (ছিল না),3.25 - 3.50 (৩.২৫ - ৩.৫০),3.25 - 3.50 (৩.২৫ - ৩.৫০),5th choice or lower (৫ম পছন্দ বা তার নিচে),3rd choice (৩য় পছন্দ),Rented apartment/house (shared with others) (ভাড়া বাসা / অ্যাপার্টমেন্ট (অন্যদের সাথে শেয়ার করে)),No (না),"10,000 - 20,000 (১০,০০০ - ২০,০০০)",Parents/Guardians (বাবা-মা / অভিভাবক),"Yes, one club/organization (হ্যাঁ, একটি ক্লাব/সংগঠন)","Yes, as part of a course/project (হ্যাঁ, কোনো কোর্স বা প্রকল্পের অংশ হিসেবে)",Primary (প্রাথমিক),No formal education (প্রাতিষ্ঠানিক শিক্ষা নেই),Self-employed (স্বনিয়োজিত),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,Others,BRAC,2023,Female (নারী),Private (বেসরকারি),Metropolitan city (বিভাগীয় শহর/মহানগর),Private tuition/coaching (কোচিং সেন্টার/প্রাইভেট টিউটর),Very regularly (90–100% attendance) (খুব নিয়মিত (৯০–১০০% উপস্থিতি)),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),190 - 200 (১৯০ - ২০০),6 - 7 (৬ - ৭),Last Child,Less than 5  Lakhs (৫ লাখের কম),"20,000 - 30,000 (২০,০০০ - ৩০,০০০)",WIFI Connectivity (উচ্চগতির ওয়াইফাই),Available (সহজলভ্য),3.50 - 3.75 (৩.৫০ - ৩.৭৫),3.00 - 3.25 (৩.০০ - ৩.২৫),1st choice (১ম পছন্দ),2nd choice (২য় পছন্দ),With parents/family (বাবা-মা / পরিবারের সাথে),"Yes, less than 10 hours/week (হ্যাঁ, সপ্তাহে ১০ ঘণ্টার কম)","10,000 - 20,000 (১০,০০০ - ২০,০০০)",Parents/Guardians (বাবা-মা / অভিভাবক),"Yes, one club/organization (হ্যাঁ, একটি ক্লাব/সংগঠন)",No (না),Undergraduate (স্নাতক/অনার্স),Undergraduate (স্নাতক/অনার্স),Private sector (বেসরকারি চাকরি),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,CSE,SEU,2021,Male (পুরুষ),Public (সরকারি),Urban area (City) (শহরাঞ্চল),Self-study (স্ব-অধ্যয়ন),Very regularly (90–100% attendance) (খুব নিয়মিত (৯০–১০০% উপস্থিতি)),< 120 (< ১২০),120 - 140 (১২০ - ১৪০),120 - 140 (১২০ - ১৪০),4 - 5 (৪ - ৫),Middle child,Less than 5  Lakhs (৫ লাখের কম),"20,000 - 30,000 (২০,০০০ - ৩০,০০০)",Mobile Data (মোবাইল ডাটা),Unavailable (ছিল না),Less than 3.00 (৩.০০ এর কম),Less than 3.00 (৩.০০ এর কম),1st choice (১ম পছন্দ),1st choice (১ম পছন্দ),Rented apartment/house (alone) (ভাড়া বাসা / অ্যাপার্টমেন্ট (একাকী)),No (না),"Less than 5,000 (৫,০০০ এর কম)",Parents/Guardians (বাবা-মা / অভিভাবক),No (না),No (না),Secondary (মাধ্যমিক/এসএসসি),Secondary (মাধ্যমিক/এসএসসি),Private sector (বেসরকারি চাকরি),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,CSE,SEU,2021,Male (পুরুষ),Private (বেসরকারি),Urban area (City) (শহরাঞ্চল),Self-study (স্ব-অধ্যয়ন),Regularly (75–89%) (নিয়মিত (৭৫–৮৯%)),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),4 - 5 (৪ - ৫),First-child,Less than 5  Lakhs (৫ লাখের কম),"Less than 5,000 (৫,০০০ এর কম)",WIFI Connectivity (উচ্চগতির ওয়াইফাই),Available (সহজলভ্য),Above 3.75 (৩.৭৫ এর উপরে),Above 3.75 (৩.৭৫ এর উপরে),5th choice or lower (৫ম পছন্দ বা তার নিচে),1st choice (১ম পছন্দ),With parents/family (বাবা-মা / পরিবারের সাথে),No (না),"20,000 - 30,000 (২০,০০০ - ৩০,০০০)",Parents/Guardians (বাবা-মা / অভিভাবক),"Yes, one club/organization (হ্যাঁ, একটি ক্লাব/সংগঠন)","Yes, as a student researcher (হ্যাঁ, শিক্ষার্থী গবেষক হিসেবে)",Undergraduate (স্নাতক/অনার্স),Undergraduate (স্নাতক/অনার্স),Business owner (ব্যবসা/উদ্যোক্তা),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,Others,SEU,2021,Male (পুরুষ),Public (সরকারি),Urban area (City) (শহরাঞ্চল),Both equally (উভয়ই সমানভাবে),Regularly (75–89%) (নিয়মিত (৭৫–৮৯%)),160 - 190 (১৬০ - ১৯০),140 - 160 (১৪০ - ১৬০),160 - 190 (১৬০ - ১৯০),4 - 5 (৪ - ৫),Middle child,5 - 10 Lakhs (৫ - ১০ লাখ),"5,000 - 10,000 (৫,০০০ - ১০,০০০)",WIFI Connectivity (উচ্চগতির ওয়াইফাই),Available (সহজলভ্য),3.50 - 3.75 (৩.৫০ - ৩.৭৫),3.50 - 3.75 (৩.৫০ - ৩.৭৫),3rd choice (৩য় পছন্দ),1st choice (১ম পছন্দ),With parents/family (বাবা-মা / পরিবারের সাথে),"Yes, 10–20 hours/week (হ্যাঁ, সপ্তাহে ১০–২০ ঘণ্টা)","10,000 - 20,000 (১০,০০০ - ২০,০০০)",Parents/Guardians (বাবা-মা / অভিভাবক),No (না),No (না),Higher Secondary (উচ্চ মাধ্যমিক/এইচএসসি),Secondary (মাধ্যমিক/এসএসসি),Private sector (বেসরকারি চাকরি),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,Others,NSU,2021,Male (পুরুষ),Private (বেসরকারি),Metropolitan city (বিভাগীয় শহর/মহানগর),Private tuition/coaching (কোচিং সেন্টার/প্রাইভেট টিউটর),Very rarely (Below 25%) (খুবই কম (২৫%-এর নিচে)),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),140 - 160 (১৪০ - ১৬০),4 - 5 (৪ - ৫),Last Child,Less than 5  Lakhs (৫ লাখের কম),"10,000 - 20,000 (১০,০০০ - ২০,০০০)",WIFI Connectivity (উচ্চগতির ওয়াইফাই),Available (সহজলভ্য),3.00 - 3.25 (৩.০০ - ৩.২৫),3.00 - 3.25 (৩.০০ - ৩.২৫),3rd choice (৩য় পছন্দ),3rd choice (৩য় পছন্দ),With parents/family (বাবা-মা / পরিবারের সাথে),No (না),"Above 30,000 (৩০,০০০ এর উপরে)",Parents/Guardians (বাবা-মা / অভিভাবক),No (না),No (না),Higher Secondary (উচ্চ মাধ্যমিক/এইচএসসি),Higher Secondary (উচ্চ মাধ্যমিক/এইচএসসি),Self-employed (স্বনিয়োজিত),Homemaker (গৃহকর্মে নিয়োজিত)
8/12/2026,Others,CU,2021,Male (পুরুষ),Private (বেসরকারি),Urban area (City) (শহরাঞ্চল),Both equally (উভয়ই সমানভাবে),Very regularly (90–100% attendance) (খুব নিয়মিত (৯০–১০০% উপস্থিতি)),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),160 - 190 (১৬০ - ১৯০),3 (৩),Last Child,Less than 5  Lakhs (৫ লাখের কম),"5,000 - 10,000 (৫,০০০ - ১০,০০০)",WIFI Connectivity (উচ্চগতির ওয়াইফাই),Unavailable (ছিল না),3.50 - 3.75 (৩.৫০ - ৩.৭৫),3.50 - 3.75 (৩.৫০ - ৩.৭৫),3rd choice (৩য় পছন্দ),5th choice or lower (৫ম পছন্দ বা তার নিচে),University residence hall/dormitory (বিশ্ববিদ্যালয়ের আবাসিক হল / ডরমিটরি),"Yes, less than 10 hours/week (হ্যাঁ, সপ্তাহে ১০ ঘণ্টার কম)","5,000 - 10,000 (৫,০০০ - ১০,০০০)",Part-time employment (খণ্ডকালীন চাকরি),No (না),No (না),Higher Secondary (উচ্চ মাধ্যমিক/এইচএসসি),Higher Secondary (উচ্চ মাধ্যমিক/এইচএসসি),Private sector (বেসরকারি চাকরি),Homemaker (গৃহকর্মে নিয়োজিত)
